bucket,is_new,fit_score,company,title,url,location,loc_bucket,workplace,pay_display,pay_min,pay_max,pay_type,pay_period,pay_source,years_required,years_text,jd_required,sales_attached,litigation_accepted,domain_floor,hard_exclude_reason,poor_reason,fit_signals,judgment_rationale,posted_date,closes_date,status,status_evidence,verified_at,via_aggregator,pipeline,sources,ats,board,job_id,key
poor,0,4,Norm AI,Associate - Tax,https://jobs.ashbyhq.com/norm-ai/3c36f521-a59a-4903-b765-b40037b27b96,New York City,nyc,onsite,$270K–$385K base + bonus,270000.0,385000.0,base,year,regex:range,3,"- 3–5 years of tax experience at a top law firm, with meaningful exposure to priv",Y,N,unclear,,,"Practice area outside the target seats (tax work); Law-firm associate seat (billable practice, court time)",JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),,2026-07-10,,open,Ashby API lists job on board 'norm-ai',2026-09-25,,True,board:ashby,ashby,norm-ai,3c36f521-a59a-4903-b765-b40037b27b96,ashby:norm-ai:3c36f521-a59a-4903-b765-b40037b27b96
poor,0,4,Emergence,Director of Legal,https://jobs.ashbyhq.com/emergence/597d30e4-d27a-45b9-bc79-f123b7bdb330,Remote - US,us_remote,remote,$275K–$375K base + bonus + equity,275000.0,375000.0,base,year,regex:range,3,"- 3-5 years of legal experience, ideally with meaningful time at a smaller compan",Y,N,N,3+ yrs general in-house/commercial legal (meets: Y),,Generalist or off-target practice seat (wants general in-house/commercial legal),JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),"Wants ""3-5 years of legal experience... not exclusively at a large law firm,"" a general in-house generalist floor he clears.",2026-07-22,,open,Ashby API lists job on board 'emergence',2026-09-25,,False,board:ashby,ashby,emergence,597d30e4-d27a-45b9-bc79-f123b7bdb330,ashby:emergence:597d30e4-d27a-45b9-bc79-f123b7bdb330
poor,0,4,Mastercard,Senior Counsel,https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/New-York-City-New-York/Senior-Counsel_R-286242,"New York City, New York",nyc,,$212K–$340K base + bonus,212000.0,340000.0,base,year,regex:range,7,"academic and training background, with at least 7 years of experience, licensed to practice in the relevant jurisdiction. •",Y,N,unclear,,,"Asks for 7+ years: “academic and training background, with at least 7 years of experience, licensed to practice in the relevant jurisdiction. •”",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-18,,open,"Workday detail endpoint returned R-286242 with posted=true, canApply=True on this run",2026-09-25,,False,board:workday,workday,mastercard|wd1|CorporateCareers,R-286242,workday:mastercard|wd1|CorporateCareers:R-286242
poor,0,4,Databricks,"Sr. Counsel, Product",https://databricks.com/company/careers/open-positions/job?gh_jid=8570003002,"Bellevue, Washington; Mountain View, California; New York City, New York; San Francisco, California; Seattle, Washington; Washington, D.C.; Washington, D.C.",nyc,,"$244,200–$335,850 OTE + bonus",244200.0,335850.0,OTE,year,greenhouse:pay_input_ranges,2,"combination of both is a plus), with a minimum of 2 years focused experience in product, privacy, and/or IP law - Experience",Y,N,unclear,,Pay is quoted as OTE (variable-heavy),Pay is quoted as OTE (variable-heavy),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 2 years required (2–5 band),,2026-07-06,,open,Greenhouse API lists job 8570003002 on board 'databricks',2026-09-25,,False,board:greenhouse,greenhouse,databricks,8570003002,greenhouse:databricks:8570003002
poor,0,4,Anthropic,"Corporate Counsel, M&A",https://job-boards.greenhouse.io/anthropic/jobs/5407184008,"San Francisco, CA | New York City, NY | Seattle, WA; San Francisco, California, United States",nyc,,$265K–$335K OTE + bonus + equity,265000.0,335000.0,OTE,year,greenhouse:pay_input_ranges,5,- At least 5-8 years of M&A legal experience at a nationally recognized law firm and/or in,Y,N,unclear,5+ yrs M&A transactional legal practice (meets: N),Pay is quoted as OTE (variable-heavy),Pay is quoted as OTE (variable-heavy),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 5 years required (2–5 band),"Pay listed as ""$265K–$335K OTE""; preferred ""5-8 years of M&A legal experience"" - transactional domain he lacks.",2026-08-26,,open,Greenhouse API lists job 5407184008 on board 'anthropic',2026-09-25,,False,board:greenhouse,greenhouse,anthropic,5407184008,greenhouse:anthropic:5407184008
poor,0,4,Anthropic,"Commercial Counsel, GTM",https://job-boards.greenhouse.io/anthropic/jobs/5074052008,"San Francisco, CA | New York City, NY | Seattle, WA; New York, New York, United States; San Francisco, California, United States",nyc,,$265K–$335K OTE + bonus,265000.0,335000.0,OTE,year,greenhouse:pay_input_ranges,3,"- At least 3-5 years of legal experience, with exposure to commercial contracts, SaaS agre",Y,N,unclear,,Pay is quoted as OTE (variable-heavy),Pay is quoted as OTE (variable-heavy),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 3 years required (2–5 band),,2026-01-16,,open,Greenhouse API lists job 5074052008 on board 'anthropic',2026-09-25,,False,board:greenhouse,greenhouse,anthropic,5074052008,greenhouse:anthropic:5074052008
poor,0,4,Airwallex,"Director, Product Legal (EmFi & Payments)",https://jobs.ashbyhq.com/airwallex/77d3ebf5-f243-4fd8-a750-dae5d17e9d88,US - San Francisco; US - New York,nyc,hybrid,$240K–$330K OTE + equity,240000.0,330000.0,OTE,year,ashby:compensation,10,"- 10+ years of experience in payments, complex deal structuring, and financial re",Y,N,unclear,10+ yrs payments regulation/EmFi deal structuring (meets: N),Pay is quoted as OTE (variable-heavy),Pay is quoted as OTE (variable-heavy),JD required/preferred; financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject,"""10+ years of experience in payments, complex deal structuring, and financial regulation"" required; pay is OTE.",2026-09-23,,open,Ashby API lists job on board 'airwallex',2026-09-25,,False,board:ashby,ashby,airwallex,77d3ebf5-f243-4fd8-a750-dae5d17e9d88,ashby:airwallex:77d3ebf5-f243-4fd8-a750-dae5d17e9d88
poor,0,4,Nasdaq,Head of Market Intelligence (Corporate Strategy),https://nasdaq.wd1.myworkdayjobs.com/Global_External_Site/job/USA---New-York-City---New-York/AVP--Strategic-Insights_R0025913-1,USA - New York City - New York,nyc,,$178K–$329K base + bonus + equity,178000.0,329000.0,base,year,regex:range,10,"- 10+ years of experience in strategy, finance, consulting, or investment banking",N,N,unclear,,"Asks for 5+ years of equity research, banking or buy-side: …Executive Leadership team. Required Qualifications - 10+ years of experience in strategy, finance, consulting, or investment banking, with a track record of leading high-impact market int…","Asks for 5+ years of equity research, banking or buy-side: …Executive Leadership team. Required Qualifications - 10+ years of experience in strategy, finance, consulting, or investment banking, with a track record of leading high-impact market int…",financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; seat family: embedded qualitative research,,2026-08-24,,open,"Workday detail endpoint returned R0025913 with posted=true, canApply=True on this run",2026-09-25,,False,board:workday,workday,nasdaq|wd1|Global_External_Site,R0025913,workday:nasdaq|wd1|Global_External_Site:R0025913
poor,0,4,Axiom Talent Platform,Real Estate Attorney,https://www.axiomlaw.com/careers/lawyers/available-positions/8797710002?gh_jid=8797710002,US - US - New York,nyc,,"$104,500–$325K base",104500.0,325000.0,base,year,regex:range,4,"- 4+ years of legal experience in commercial real estate and leasing, constructi",Y,N,unclear,,"Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”","Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”",JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 4 years required (2–5 band),,2026-09-10,,open,Greenhouse API lists job 8797710002 on board 'axiomtalentplatform',2026-09-25,,False,board:greenhouse,greenhouse,axiomtalentplatform,8797710002,greenhouse:axiomtalentplatform:8797710002
poor,0,4,Axiom Talent Platform,Trade Import / Export Compliance Attorney – Technology & SaaS Industry Experience,https://www.axiomlaw.com/careers/lawyers/available-positions/5959902002?gh_jid=5959902002,US - US - Remote,us_remote,remote,"$104,500–$325K base",104500.0,325000.0,base,year,regex:range,25,"For over 25 years, Axiom has pioneered the alternative legal services industry, now ser",Y,N,unclear,,"Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”","Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2022-03-09,,open,Greenhouse API lists job 5959902002 on board 'axiomtalentplatform',2026-09-25,,False,board:greenhouse,greenhouse,axiomtalentplatform,5959902002,greenhouse:axiomtalentplatform:5959902002
poor,0,4,Axiom Talent Platform,Commercial Lawyer - Manufacturing Industry Experience,https://www.axiomlaw.com/careers/lawyers/available-positions/5959758002?gh_jid=5959758002,US - US - Remote,us_remote,hybrid,"$104,500–$325K base",104500.0,325000.0,base,year,regex:range,5,"- 5–10 years of relevant legal experience - Strong hands-on experience drafting,",Y,N,unclear,,"Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”","Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”",JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2022-03-09,,open,Greenhouse API lists job 5959758002 on board 'axiomtalentplatform',2026-09-25,,False,board:greenhouse,greenhouse,axiomtalentplatform,5959758002,greenhouse:axiomtalentplatform:5959758002
poor,0,4,Axiom Talent Platform,Oil & Gas Energy Lawyer (Remote),https://www.axiomlaw.com/careers/lawyers/available-positions/7863929002?gh_jid=7863929002,US - US - Remote,us_remote,remote,"$104,500–$325K base",104500.0,325000.0,base,year,regex:range,8,"- Minimum of 8+ years of experience practicing law, with a focus on oil and gas law, prefer",Y,N,unclear,,"Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”","Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2025-02-20,,open,Greenhouse API lists job 7863929002 on board 'axiomtalentplatform',2026-09-25,,False,board:greenhouse,greenhouse,axiomtalentplatform,7863929002,greenhouse:axiomtalentplatform:7863929002
poor,0,4,Axiom Talent Platform,Oil & Gas Energy Lawyer - Oklahoma,https://www.axiomlaw.com/careers/lawyers/available-positions/8725971002?gh_jid=8725971002,US - US - Remote,us_remote,remote,"$104,500–$325K base",104500.0,325000.0,base,year,regex:range,8,"- Minimum of 8+ years of experience practicing law, with a focus on oil and gas law, prefer",Y,N,unclear,,"Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”","Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-18,,open,Greenhouse API lists job 8725971002 on board 'axiomtalentplatform',2026-09-25,,False,board:greenhouse,greenhouse,axiomtalentplatform,8725971002,greenhouse:axiomtalentplatform:8725971002
poor,0,4,Axiom Talent Platform,"Clinical Trial, Commercial & R&D Counsel (Pharma / Life Sciences)",https://www.axiomlaw.com/careers/lawyers/available-positions/5958268002?gh_jid=5958268002,"US - US - Remote; Atlanta, Georgia, United States",us_remote,remote,"$104,500–$325K base",104500.0,325000.0,base,year,regex:range,25,"For over 25 years, Axiom has pioneered the alternative legal services industry, now ser",Y,N,unclear,,"Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”","Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2022-03-09,,open,Greenhouse API lists job 5958268002 on board 'axiomtalentplatform',2026-09-25,,False,board:greenhouse,greenhouse,axiomtalentplatform,5958268002,greenhouse:axiomtalentplatform:5958268002
poor,0,4,Axiom Talent Platform,Healthcare Supply Chain Lawyer,https://www.axiomlaw.com/careers/lawyers/available-positions/8198350002?gh_jid=8198350002,US - US - Remote,us_remote,remote,"$104,500–$325K base",104500.0,325000.0,base,year,regex:range,5,ed and dynamic Contracting Lawyers with at least 5 years of in-house legal experience in the healthcare industry. Responsibi,N,N,unclear,,"Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”","Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”",regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2025-10-03,,open,Greenhouse API lists job 8198350002 on board 'axiomtalentplatform',2026-09-25,,False,board:greenhouse,greenhouse,axiomtalentplatform,8198350002,greenhouse:axiomtalentplatform:8198350002
poor,0,4,Axiom Talent Platform,Employment Lawyer,https://www.axiomlaw.com/careers/lawyers/available-positions/5959815002?gh_jid=5959815002,US - US - Remote,us_remote,remote,"$104,500–$325K base",104500.0,325000.0,base,year,regex:range,5,"- 5+ years of employment law experience, with a preference for both large law fi",Y,N,unclear,,"Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”","Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”",JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2022-03-09,,open,Greenhouse API lists job 5959815002 on board 'axiomtalentplatform',2026-09-25,,False,board:greenhouse,greenhouse,axiomtalentplatform,5959815002,greenhouse:axiomtalentplatform:5959815002
